nb_tour;plancton;corail;bar;thon;pollution;pyranha;requin;orque;baleine
7321;163;0;0;20;0;0;0;186;0
7322;163;0;0;20;0;0;0;186;0
7323;163;0;0;20;0;0;0;186;0
7324;163;0;0;20;0;0;0;186;0
7325;163;0;0;20;0;0;0;186;0
7326;163;0;0;20;0;0;0;186;0
7327;163;0;0;20;0;0;0;186;0
7328;163;0;0;20;0;0;0;186;0
7329;163;0;0;20;0;0;0;186;0
7331;176;0;0;22;3;0;0;180;0
7332;176;0;0;22;3;0;0;180;0
7333;176;0;0;22;3;0;0;180;0
7334;176;0;0;22;3;0;0;180;0
7335;176;0;0;22;3;0;0;180;0
7336;176;0;0;22;3;0;0;180;0
7337;176;0;0;22;3;0;0;180;0
7338;176;0;0;22;3;0;0;180;0
7339;176;0;0;22;3;0;0;180;0
7341;163;0;0;19;1;0;0;205;0
7342;163;0;0;19;1;0;0;205;0
7343;163;0;0;19;1;0;0;205;0
7344;163;0;0;19;1;0;0;205;0
7345;163;0;0;19;1;0;0;205;0
7346;163;0;0;19;1;0;0;205;0
7347;163;0;0;19;1;0;0;205;0
7348;163;0;0;19;1;0;0;205;0
7349;163;0;0;19;1;0;0;205;0
7351;148;0;0;15;6;0;0;226;0
7352;148;0;0;15;6;0;0;226;0
7353;148;0;0;15;6;0;0;226;0
7354;148;0;0;15;6;0;0;226;0
7355;148;0;0;15;6;0;0;226;0
7356;148;0;0;15;6;0;0;226;0
7357;148;0;0;15;6;0;0;226;0
7358;148;0;0;15;6;0;0;226;0
7359;148;0;0;15;6;0;0;226;0
7361;164;0;0;26;1;0;0;209;0
7362;164;0;0;26;1;0;0;209;0
7363;164;0;0;26;1;0;0;209;0
7364;164;0;0;26;1;0;0;209;0
7365;164;0;0;26;1;0;0;209;0
7366;164;0;0;26;1;0;0;209;0
7367;164;0;0;26;1;0;0;209;0
7368;164;0;0;26;1;0;0;209;0
7369;164;0;0;26;1;0;0;209;0
7371;132;0;0;19;0;0;0;222;0
7372;132;0;0;19;0;0;0;222;0
7373;132;0;0;19;0;0;0;222;0
7374;132;0;0;19;0;0;0;222;0
7375;132;0;0;19;0;0;0;222;0
7376;132;0;0;19;0;0;0;222;0
7377;132;0;0;19;0;0;0;222;0
7378;132;0;0;19;0;0;0;222;0
7379;132;0;0;19;0;0;0;222;0
7381;138;0;0;20;1;0;0;202;0
7382;138;0;0;20;1;0;0;202;0
7383;138;0;0;20;1;0;0;202;0
7384;138;0;0;20;1;0;0;202;0
7385;138;0;0;20;1;0;0;202;0
7386;138;0;0;20;1;0;0;202;0
7387;138;0;0;20;1;0;0;202;0
7388;138;0;0;20;1;0;0;202;0
7389;138;0;0;20;1;0;0;202;0
7391;108;0;0;28;1;0;0;241;0
7392;108;0;0;28;1;0;0;241;0
7393;108;0;0;28;1;0;0;241;0
7394;108;0;0;28;1;0;0;241;0
7395;108;0;0;28;1;0;0;241;0
7396;108;0;0;28;1;0;0;241;0
7397;108;0;0;28;1;0;0;241;0
7398;108;0;0;28;1;0;0;241;0
7399;108;0;0;28;1;0;0;241;0
7401;128;0;0;28;3;0;0;197;0
7402;128;0;0;28;3;0;0;197;0
7403;128;0;0;28;3;0;0;197;0
7404;128;0;0;28;3;0;0;197;0
7405;128;0;0;28;3;0;0;197;0
7406;128;0;0;28;3;0;0;197;0
7407;128;0;0;28;3;0;0;197;0
7408;128;0;0;28;3;0;0;197;0
7409;128;0;0;28;3;0;0;197;0
7411;122;0;0;29;3;0;0;211;0
7412;122;0;0;29;3;0;0;211;0
7413;122;0;0;29;3;0;0;211;0
7414;122;0;0;29;3;0;0;211;0
7415;122;0;0;29;3;0;0;211;0
7416;122;0;0;29;3;0;0;211;0
7417;122;0;0;29;3;0;0;211;0
7418;122;0;0;29;3;0;0;211;0
7419;122;0;0;29;3;0;0;211;0
7421;103;0;0;23;3;0;0;249;0
7422;103;0;0;23;3;0;0;249;0
7423;103;0;0;23;3;0;0;249;0
7424;103;0;0;23;3;0;0;249;0
7425;103;0;0;23;3;0;0;249;0
7426;103;0;0;23;3;0;0;249;0
7427;103;0;0;23;3;0;0;249;0
7428;103;0;0;23;3;0;0;249;0
7429;103;0;0;23;3;0;0;249;0
7431;99;0;0;19;1;0;0;212;0
7432;99;0;0;19;1;0;0;212;0
7433;99;0;0;19;1;0;0;212;0
7434;99;0;0;19;1;0;0;212;0
7435;99;0;0;19;1;0;0;212;0
7436;99;0;0;19;1;0;0;212;0
7437;99;0;0;19;1;0;0;212;0
7438;99;0;0;19;1;0;0;212;0
7439;99;0;0;19;1;0;0;212;0
7441;91;0;0;18;5;0;0;211;0
7442;91;0;0;18;5;0;0;211;0
7443;91;0;0;18;5;0;0;211;0
7444;91;0;0;18;5;0;0;211;0
7445;91;0;0;18;5;0;0;211;0
7446;91;0;0;18;5;0;0;211;0
7447;91;0;0;18;5;0;0;211;0
7448;91;0;0;18;5;0;0;211;0
7449;91;0;0;18;5;0;0;211;0
7451;74;0;0;29;3;0;0;215;0
7452;74;0;0;29;3;0;0;215;0
7453;74;0;0;29;3;0;0;215;0
7454;74;0;0;29;3;0;0;215;0
7455;74;0;0;29;3;0;0;215;0
7456;74;0;0;29;3;0;0;215;0
7457;74;0;0;29;3;0;0;215;0
7458;74;0;0;29;3;0;0;215;0
7459;74;0;0;29;3;0;0;215;0
7461;86;0;0;20;1;0;0;211;0
7462;86;0;0;20;1;0;0;211;0
7463;86;0;0;20;1;0;0;211;0
7464;86;0;0;20;1;0;0;211;0
7465;86;0;0;20;1;0;0;211;0
7466;86;0;0;20;1;0;0;211;0
7467;86;0;0;20;1;0;0;211;0
7468;86;0;0;20;1;0;0;211;0
7469;86;0;0;20;1;0;0;211;0
7471;53;0;0;29;0;0;0;229;0
7472;53;0;0;29;0;0;0;229;0
7473;53;0;0;29;0;0;0;229;0
7474;53;0;0;29;0;0;0;229;0
7475;53;0;0;29;0;0;0;229;0
7476;53;0;0;29;0;0;0;229;0
7477;53;0;0;29;0;0;0;229;0
7478;53;0;0;29;0;0;0;229;0
7479;53;0;0;29;0;0;0;229;0
7481;79;0;0;25;1;0;0;204;0
7482;79;0;0;25;1;0;0;204;0
7483;79;0;0;25;1;0;0;204;0
7484;79;0;0;25;1;0;0;204;0
7485;79;0;0;25;1;0;0;204;0
7486;79;0;0;25;1;0;0;204;0
7487;79;0;0;25;1;0;0;204;0
7488;79;0;0;25;1;0;0;204;0
7489;79;0;0;25;1;0;0;204;0
7491;71;0;0;15;3;0;0;216;0
7492;71;0;0;15;3;0;0;216;0
7493;71;0;0;15;3;0;0;216;0
7494;71;0;0;15;3;0;0;216;0
7495;71;0;0;15;3;0;0;216;0
7496;71;0;0;15;3;0;0;216;0
7497;71;0;0;15;3;0;0;216;0
7498;71;0;0;15;3;0;0;216;0
7499;71;0;0;15;3;0;0;216;0
7501;40;0;0;27;2;0;0;211;0
7502;40;0;0;27;2;0;0;211;0
7503;40;0;0;27;2;0;0;211;0
7504;40;0;0;27;2;0;0;211;0
7505;40;0;0;27;2;0;0;211;0
7506;40;0;0;27;2;0;0;211;0
7507;40;0;0;27;2;0;0;211;0
7508;40;0;0;27;2;0;0;211;0
7509;40;0;0;27;2;0;0;211;0
7511;63;0;0;23;1;0;0;207;0
7512;63;0;0;23;1;0;0;207;0
7513;63;0;0;23;1;0;0;207;0
7514;63;0;0;23;1;0;0;207;0
7515;63;0;0;23;1;0;0;207;0
7516;63;0;0;23;1;0;0;207;0
7517;63;0;0;23;1;0;0;207;0
7518;63;0;0;23;1;0;0;207;0
7519;63;0;0;23;1;0;0;207;0
7521;39;0;0;23;1;0;0;205;0
7522;39;0;0;23;1;0;0;205;0
7523;39;0;0;23;1;0;0;205;0
7524;39;0;0;23;1;0;0;205;0
7525;39;0;0;23;1;0;0;205;0
7526;39;0;0;23;1;0;0;205;0
7527;39;0;0;23;1;0;0;205;0
7528;39;0;0;23;1;0;0;205;0
7529;39;0;0;23;1;0;0;205;0
7531;44;0;0;18;1;0;0;196;0
7532;44;0;0;18;1;0;0;196;0
7533;44;0;0;18;1;0;0;196;0
7534;44;0;0;18;1;0;0;196;0
7535;44;0;0;18;1;0;0;196;0
7536;44;0;0;18;1;0;0;196;0
7537;44;0;0;18;1;0;0;196;0
7538;44;0;0;18;1;0;0;196;0
7539;44;0;0;18;1;0;0;196;0
7541;53;0;0;22;4;0;0;199;0
7542;53;0;0;22;4;0;0;199;0
7543;53;0;0;22;4;0;0;199;0
7544;53;0;0;22;4;0;0;199;0
7545;53;0;0;22;4;0;0;199;0
7546;53;0;0;22;4;0;0;199;0
7547;53;0;0;22;4;0;0;199;0
7548;53;0;0;22;4;0;0;199;0
7549;53;0;0;22;4;0;0;199;0
7551;84;0;0;15;2;0;0;183;0
7552;84;0;0;15;2;0;0;183;0
7553;84;0;0;15;2;0;0;183;0
7554;84;0;0;15;2;0;0;183;0
7555;84;0;0;15;2;0;0;183;0
7556;84;0;0;15;2;0;0;183;0
7557;84;0;0;15;2;0;0;183;0
7558;84;0;0;15;2;0;0;183;0
7559;84;0;0;15;2;0;0;183;0
7561;76;0;0;19;3;0;0;201;0
7562;76;0;0;19;3;0;0;201;0
7563;76;0;0;19;3;0;0;201;0
7564;76;0;0;19;3;0;0;201;0
7565;76;0;0;19;3;0;0;201;0
7566;76;0;0;19;3;0;0;201;0
7567;76;0;0;19;3;0;0;201;0
7568;76;0;0;19;3;0;0;201;0
7569;76;0;0;19;3;0;0;201;0
7571;88;0;0;24;3;0;0;187;0
7572;88;0;0;24;3;0;0;187;0
7573;88;0;0;24;3;0;0;187;0
7574;88;0;0;24;3;0;0;187;0
7575;88;0;0;24;3;0;0;187;0
7576;88;0;0;24;3;0;0;187;0
7577;88;0;0;24;3;0;0;187;0
7578;88;0;0;24;3;0;0;187;0
7579;88;0;0;24;3;0;0;187;0
7581;90;0;0;18;1;0;0;191;0
7582;90;0;0;18;1;0;0;191;0
7583;90;0;0;18;1;0;0;191;0
7584;90;0;0;18;1;0;0;191;0
7585;90;0;0;18;1;0;0;191;0
7586;90;0;0;18;1;0;0;191;0
7587;90;0;0;18;1;0;0;191;0
7588;90;0;0;18;1;0;0;191;0
7589;90;0;0;18;1;0;0;191;0
7591;87;0;0;22;4;0;0;161;0
7592;87;0;0;22;4;0;0;161;0
7593;87;0;0;22;4;0;0;161;0
7594;87;0;0;22;4;0;0;161;0
7595;87;0;0;22;4;0;0;161;0
7596;87;0;0;22;4;0;0;161;0
7597;87;0;0;22;4;0;0;161;0
7598;87;0;0;22;4;0;0;161;0
7599;87;0;0;22;4;0;0;161;0
7601;96;0;0;12;1;0;0;172;0
7602;96;0;0;12;1;0;0;172;0
7603;96;0;0;12;1;0;0;172;0
7604;96;0;0;12;1;0;0;172;0
7605;96;0;0;12;1;0;0;172;0
7606;96;0;0;12;1;0;0;172;0
7607;96;0;0;12;1;0;0;172;0
7608;96;0;0;12;1;0;0;172;0
7609;96;0;0;12;1;0;0;172;0
7611;107;0;0;19;3;0;0;180;0
7612;107;0;0;19;3;0;0;180;0
7613;107;0;0;19;3;0;0;180;0
7614;107;0;0;19;3;0;0;180;0
7615;107;0;0;19;3;0;0;180;0
7616;107;0;0;19;3;0;0;180;0
7617;107;0;0;19;3;0;0;180;0
7618;107;0;0;19;3;0;0;180;0
7619;107;0;0;19;3;0;0;180;0
7621;84;0;0;19;2;0;0;187;0
7622;84;0;0;19;2;0;0;187;0
7623;84;0;0;19;2;0;0;187;0
7624;84;0;0;19;2;0;0;187;0
7625;84;0;0;19;2;0;0;187;0
7626;84;0;0;19;2;0;0;187;0
7627;84;0;0;19;2;0;0;187;0
7628;84;0;0;19;2;0;0;187;0
7629;84;0;0;19;2;0;0;187;0
7631;118;0;0;7;1;0;0;164;0
7632;118;0;0;7;1;0;0;164;0
7633;118;0;0;7;1;0;0;164;0
7634;118;0;0;7;1;0;0;164;0
7635;118;0;0;7;1;0;0;164;0
7636;118;0;0;7;1;0;0;164;0
7637;118;0;0;7;1;0;0;164;0
7638;118;0;0;7;1;0;0;164;0
7639;118;0;0;7;1;0;0;164;0
7641;95;0;0;14;4;0;0;187;0
7642;95;0;0;14;4;0;0;187;0
7643;95;0;0;14;4;0;0;187;0
7644;95;0;0;14;4;0;0;187;0
7645;95;0;0;14;4;0;0;187;0
7646;95;0;0;14;4;0;0;187;0
7647;95;0;0;14;4;0;0;187;0
7648;95;0;0;14;4;0;0;187;0
7649;95;0;0;14;4;0;0;187;0
7651;125;0;0;4;2;0;0;177;0
7652;125;0;0;4;2;0;0;177;0
7653;125;0;0;4;2;0;0;177;0
7654;125;0;0;4;2;0;0;177;0
7655;125;0;0;4;2;0;0;177;0
7656;125;0;0;4;2;0;0;177;0
7657;125;0;0;4;2;0;0;177;0
7658;125;0;0;4;2;0;0;177;0
7659;125;0;0;4;2;0;0;177;0
7661;138;0;0;18;3;0;0;187;0
7662;138;0;0;18;3;0;0;187;0
7663;138;0;0;18;3;0;0;187;0
7664;138;0;0;18;3;0;0;187;0
7665;138;0;0;18;3;0;0;187;0
7666;138;0;0;18;3;0;0;187;0
7667;138;0;0;18;3;0;0;187;0
7668;138;0;0;18;3;0;0;187;0
7669;138;0;0;18;3;0;0;187;0
7671;189;0;0;9;4;0;0;160;0
7672;189;0;0;9;4;0;0;160;0
7673;189;0;0;9;4;0;0;160;0
7674;189;0;0;9;4;0;0;160;0
7675;189;0;0;9;4;0;0;160;0
7676;189;0;0;9;4;0;0;160;0
7677;189;0;0;9;4;0;0;160;0
7678;189;0;0;9;4;0;0;160;0
7679;189;0;0;9;4;0;0;160;0
7681;166;0;0;12;2;0;0;188;0
7682;166;0;0;12;2;0;0;188;0
7683;166;0;0;12;2;0;0;188;0
7684;166;0;0;12;2;0;0;188;0
7685;166;0;0;12;2;0;0;188;0
7686;166;0;0;12;2;0;0;188;0
7687;166;0;0;12;2;0;0;188;0
7688;166;0;0;12;2;0;0;188;0
7689;166;0;0;12;2;0;0;188;0
7691;186;0;0;13;1;0;0;152;0
7692;186;0;0;13;1;0;0;152;0
7693;186;0;0;13;1;0;0;152;0
7694;186;0;0;13;1;0;0;152;0
7695;186;0;0;13;1;0;0;152;0
7696;186;0;0;13;1;0;0;152;0
7697;186;0;0;13;1;0;0;152;0
7698;186;0;0;13;1;0;0;152;0
7699;186;0;0;13;1;0;0;152;0
7701;223;0;0;13;2;0;0;152;0
7702;223;0;0;13;2;0;0;152;0
7703;223;0;0;13;2;0;0;152;0
7704;223;0;0;13;2;0;0;152;0
7705;223;0;0;13;2;0;0;152;0
7706;223;0;0;13;2;0;0;152;0
7707;223;0;0;13;2;0;0;152;0
7708;223;0;0;13;2;0;0;152;0
7709;223;0;0;13;2;0;0;152;0
7711;215;0;0;17;1;0;0;163;0
7712;215;0;0;17;1;0;0;163;0
7713;215;0;0;17;1;0;0;163;0
7714;215;0;0;17;1;0;0;163;0
7715;215;0;0;17;1;0;0;163;0
7716;215;0;0;17;1;0;0;163;0
7717;215;0;0;17;1;0;0;163;0
7718;215;0;0;17;1;0;0;163;0
7719;215;0;0;17;1;0;0;163;0
7721;233;0;0;14;2;0;0;168;0
7722;233;0;0;14;2;0;0;168;0
